_id,content,category
56852,به نظر سازمان ملل، مهم‌ترین عامل بازدارنده بهبود رشد اقتصادی چیست؟,دین و جامعه/سیاست
56855,وحدت بین مسلمین و بیان حقیقت چگونه سازگار هستند؟,دین و جامعه/سیاست
56857,آیاتی که راجع به وحدت بین مسلمانان و سایر مذاهب وآیاتی که راجع به وحدت شیعه و سنی است را مطرح بفرمایید.,دین و جامعه/سیاست
56858,تکالیف شیعیان تا عصر ظهور چیست؟,دین و جامعه/سیاست
56860,"آیا آیه ""لکم دینکم و لی دین"" با امر به معروف و نهی از منکر منافات ندارد؟",دین و جامعه/سیاست
56862,"**""زندگی در دولت مهدی(عج)"" کتابی درباره چیست؟**",دین و جامعه/سیاست
56863,"حدیث زندگی مجموعه کتاب‌های ""زندگی در دولت مهدی(عج)"" در چه ویژگی‌هایی منتشر شده است؟",دین و جامعه/سیاست
56668,من پسری ۲۵ ساله هستم و دارای تحصیلات کارشناسی.سوالم اینه که با توجه به این که برای ازدواج دنبال یه خانومی هستم که کاملاً رعایت حجاب کنه البته نمیگم حتاماً دستها و کل صورت و حتی چشمهاش بسته باشه ، تا حدی که در قران اومده و به خانومها اجازه داده یعنی دستها تا مچ و قرص صورت اونهم بدون آرایش و همچنین این مساله که سن دختر خانومها بالا رفته و شاید و فقط شاید کمی ترس از مجرد بودن داشته باشند ، اسلام به اونها اجازه داده که تا حدی خودشونو در معرض نگاه پسر ها (غیر از جلسه خواستگاری )قرار بدهند مثلاً چادرشون رو باز کنند ، تغییراتی در صورتشون بدهند ، کمی از موی سرشون رو بیرون بذارن تا رنگ و . . . مشخص باشه ؟و سوال دومم این که چند جایی برای خواستگاری جلو رفتیم ولی خانواده دختر تنها بخاطر  اینکه من شغلی ندارم و بدون اینکه حتی هیچ صحبتی چه از ناحیه من و یا مادرم با اونها بشه اجازه رفتن برای آشنایی ندادند .و چون این خانواده ها از خانواده مذهبی ای بودند که توسط شخص سومی به ما معرفی میشدند و با نظر خودم که این جور ادمها فقط ظاهر اسلام رو دارند چون در حقیقت همه چیز از ان خداست دیگه هیچ اصراری بر تماس مجدد نداشتم . در واقع سوالم اینه که در مواجهه با این جور خانواده ها چکار باید کرد ؟,دین و جامعه/سیاست
56693,درایران خانقاه فعال وجوددارد؟ فرق صوفی طبق قانون ایران در اعمال دینیشان آزادند؟ قطبهای ساکن درایران کدامند؟ فرق صوفی را میتوان به استناد فتوای مرجع تقلید رد نمود یا چون سایر فرق اسلامی تحقیقا باید رد نمود چون در اصول دین و شناخت فرقه حق تقلید جایز نیست ؟,دین و جامعه/سیاست
56694,چرا پنهان نگه داشتن اختلافات مذهبی بین شیعه و سنی ضروری است و چه طرحی برای مقابله با علنی شدن این اختلافات تهیه شده است؟,دین و جامعه/سیاست
56696,**آیا کار جهادی زمانی اهمیت خود را نشان می‌دهد که با مطالعه تاریخ، ببینیم هم غرب و هم برخی کشورهای توسعه یافته شرقی، مانند چین، در ابتدای مسیر توسعه، کار سخت و با کمترین توقعات را بر جان خود خریدند و کشور خود را به این شیوه آباد کردند؟**,دین و جامعه/سیاست
56698,**ما هي المبادئ الأساسية التي يرتكز عليها السياسة الخارجية للجمهورية الإسلامية الإيرانية؟**,دین و جامعه/سیاست
56699,ماچوئیسم سیاسی در غرب از گذشته تا کنون سیر و تحول پیچیده ای داشته است.,دین و جامعه/سیاست
56705,نقش ولایت فقیه در جنگ تحمیلی چه بود؟,دین و جامعه/سیاست
56712,**مازاد بر موافقت‌نامه‌های سال‌های ۱۹۲۱ و ۱۹۴۰، و با توجه به تغییرات سیاسی و جغرافیایی پس از فروپاشی شوروی، چه حقوق و تعهداتی بر عهده کشورهای ساحلی دریای خزر و ایران است؟ و آیا می‌توان انتظار داشت که در نشست‌های آتی، حقوق ایران در این زمینه به طور کامل و با قاطعیت مورد مطالبه و تضمین قرار گیرد؟**,دین و جامعه/سیاست
56714,**آیا می توانید تفاوت بین قانون استرداد مجرمین و کاپیتولاسیون را به طور خلاصه توضیح دهید؟**,دین و جامعه/سیاست
56717,اگرطبق فرمایش امام میزان رای ملت باشد،پس چرادرقرآن بارهاتاکیدشده که اکثرهم لایعقلون،اکثرهم لایشعرون،اکثرهم لایفهمون و...,دین و جامعه/سیاست
56727,سلام اول نظر خودتون روراجع به طرح تفکیک جنسیتی دانشگاهها بگید؟ نظر مراجع در این باره چی هست؟ مخصوصا دوست دارم نظر مقام معظم رهبری رو هم بدونم لطفا سریع بهم پاسخ بدید چون فوری به جوابش احتیاج دارم با تشکر,دین و جامعه/سیاست
56740,"**in a comparative study of the ideas of two contemporary political thinkers, عبدالرزاق and امام خمینی, we find that عبدالرزاق portrays the role of religion in the political sphere of human life as extremely minimal, and at best, Prophet Muhammad (ص) formed a government based on a civil contract. This is in contrast to Imam Khomeini, who has maximum expectations of the role of religion in politics and extends its scope beyond the Prophet (ص) to the ""just scholar.""**",دین و جامعه/سیاست
56744,آیا درست است که شروع کننده و ادامه دهنده جنگ تحمیلی علیه ایران، ملت عراق بوده است؟,دین و جامعه/سیاست
56745,دانشجوی محترم ضمن تشکر از تماس مجدد شما با این مرکز ،در مورد خود هگل ، شیوه تفکر و نظریات سیاسی وی لازم است توضیحاتی خدمت شما ارائه شود .,دین و جامعه/سیاست
56291,چرا دکتر چمران رفت چریک شد؟ چرا آدمی که در بهترین مراکز علمی جهان حضور داشته و زمینه برای خدمت به جامعه بشری براش وجود داشته میاد میره چریک میشه؟یا موقعی که اومد ایران چرا نرفت کار علمی کنه؟ چرا رفت جنگید ؟ مگه ما فرمانده کم داشتیم؟ مگه ما بسیجی کم داشتیم؟چرا ایشون به جای کار علمی که این همه براش زحمت کشیده بود و به مراحل بالا رسیده بود یهو از دل سنگر ها سردر آورد؟,دین و جامعه/سیاست
56297,گسترش تفکر وهابیت چه پیامدهایی را دارد؟,دین و جامعه/سیاست
56313,مهمترین کارکرد نهادهای آموزشی در  جهانی سازی فرهنگ و دین چیست ؟,دین و جامعه/سیاست
56321,من دختری ۲۶ ساله ام و دانشجوی فوق لیسانس. من محجبه و چادری ام و در جمع دوستانی قرار دارم که اصلا هیچ چیز را رعایت نمی کنند مثلا: اصلا حجاب براشون معنا نداره، داشتن دوست پسرهایی که هر لحظه عوض می کنند و هیچ رابطه محرم و نامحرمی براشون مهم نیست(دست دادن، روبوسی و ...)، اصلا امربه معروف و نهی از منکر را نمی پذیرند و می گویند عیسی به دین خود و موسی به دین خود و من واقعا ناراحتم چرا دین اسلام تا این حد در حال فناشدن است. من واقعا یه مدته که افسردگی شدید گرفتم و در جمع اصلا حرف نمیزنم و همش ناراحتم و اصلا نمی تونم بی تفاوت باشم. خواهش میکنم هر چه سریعتر منو راهنمایی کنید در شرایط روحی بدی هستم.,دین و جامعه/سیاست
56330,**ما هي الحجج التي تستند إليها إيران لرفض مناقشة برنامجها الصاروخي في مفاوضات مع مجموعة العشرين؟**,دین و جامعه/سیاست
56900,در آیه ی «أطیعوا الله و أطیعوا الرسول و أولی الأمر منکم» منظور از أولی الامر فقط امام معصوم است؟ آیا آیت الله خامنه ای هم اولوالامر است؟,دین و جامعه/سیاست
56901,باعرض سلام وخسته نباشی  حضور درجلسات هیت های موکب که در شهادتها ووفاتهاوولادتهای ائمه معصومین ع چه تاثیری در زندگی مادارد,دین و جامعه/سیاست
56455,وحدت بین مذاهب یعنی چه؟,دین و جامعه/سیاست
57010,چرا یک زن مسلمان امنیت عاطفی ندارد؟,دین و جامعه/سیاست
56506,اقتصاد مقاومتی چگونه می‌تواند به پیشرفت اقتصادی کمک کند؟,دین و جامعه/سیاست
56518,امروزه، پاسخ‌گویی به الزامات و ایجاد مفصل‌بندی‌های ایجابی گفتمان انقلاب اسلامی نظیر الگوی ایرانی‌اسلامی پیشرفت، ایجاد سبک زندگی دینی، تحول در علوم انسانی و... که رهبر معظم انقلاب آن‌ها را مورد تأکید قرار داده‌اند، علاوه بر اینکه مستلزم تحقیق و تتبع در آثار متقدمان است، بلکه تنها از طریق بازاندیشی و نقد آنان و متکامل دانستن معرفت حاصله و حتی در پاره‌ای از مواقع تغییرات پارادایمی به‌مثابه‌ی آنچه ابن ادریس حلی به انجام رسانده است یا در عصر نزدیک‌تر و معاصر در عملکرد حضرت امام در حوزه‌های علمیه شاهد بودیم، حاصل خواهد شد. علاوه بر این پاسخ‌گویی به هجمه‌ها و شبهات جدید و رو به تزاید دشمنان نیز بی‌نیاز از نظریه‌پردازی‌ها و تتبعات جدید در منابع دینی نیست و این امر تنها از طریق ریشه‌دار شدن سنت نقد و منطق قوی و مستدل در نزد اندیشمندان دینی و پرهیز از مقدس‌انگاری پیشینیان امکان‌پذیر خواهد بود.,دین و جامعه/سیاست
56520,ما هي أهمية دور الماسونية الخفي في تحولات تاريخ إيران المعاصر؟,دین و جامعه/سیاست
56522,آقایان عزای نماد «شیر و خورشید» نگیرند,دین و جامعه/سیاست
56642,جنگ خلیج فارس به چه دلیل و بین کدام کشورهای عربی اتفاق افتاد؟,دین و جامعه/سیاست
56645,چگونگی مبارزه با تهاجم فرهنگی و راه های جلوگیری از آن؟,دین و جامعه/سیاست
56591,ملی گرایی ازکجا وچرا آغاز شد ودیدگاه مصدق وبازرگان دراین مورد چه بود,دین و جامعه/سیاست
56592,با توجه به اینکه این کار موجب افزایش خرافات در جامعه و سست شدن شکوه و عظمت جامعه ی اسلامی می شود و باعث این موشود که بیگانگان ما را قومی خرافاتی پندار کنند آیا این کار حرام نیست ؟,دین و جامعه/سیاست
56600,"**¿qué papel jugó فروغی en el 29 de شهریور, que allanó el camino para la transferencia del poder y reemplazó a Mohammad Reza Pahlavi a su padre?**",دین و جامعه/سیاست
56604,اقبال لاهوری که بود ؟ تفکراتش چه بود ؟,دین و جامعه/سیاست
69270,چه پیام هایی را برای هفته وحدت می توان داد؟,دین و جامعه/سیاست
69282,کسی میگفت هیچ روایتی و آیه قرآنی وجود ندارد که بگوید باید قبل از ظهور حضرت حکومت اسلامی تشکیل شود؟,دین و جامعه/سیاست
69283,برای حفظ دین و ایمان در محیط ناهنجار فرهنگی دانشگاهی چه کار کنیم ؟,دین و جامعه/سیاست
69289,مهندسی معنوی در اندیشه مقام معظم رهبری چگونه است ؟,دین و جامعه/سیاست
69291,چطور شد بعد از انقلاب شطرنج حلال شد؟ اگر بچه اى شطرنج داخل خانه مى آورد، پدر و مادرش آن را در خانه نگه نمى داشتند و مى گفتند: اگر شطرنج در خانه باشد، ملائکه نفرین مى کنند و برکت نازل نمى شود؛ ولى حالا نه تنها در خانه ها هست، بلکه جمهورى اسلامى فدراسیون شطرنج درست کرده، چرا؟,دین و جامعه/سیاست
69295,آیا دختران و زنان پیامبر(ص) و ائمه اطهار در کارهای سیاسی و دولتی دخالت داشتند؟ اگر دخالت داشتند به چه صورت بوده است؟,دین و جامعه/سیاست
69310,**ما در راستای دیپلماسی فعال و حفظ منافع ملی خود در برابر فشارهای بین‌المللی، چه رویکردها و استراتژی‌هایی را می‌توان اتخاذ کرد که هم به کاهش هزینه‌ها و هم به دستیابی به اهداف مورد نظر کمک کند؟**,دین و جامعه/سیاست
69313,ترمیدور، تغيّر نفس انقلابی,دین و جامعه/سیاست
69314,"نازیسم و صهیونیسم یار دیرینه یکدیگرند
حقیقتی که رسانه های غربی (یهودی) همواره سعی در پنهان کردن آن دارند

این بخش از تاریخ که کمتر مورد بحث و بررسی قرار گرفته است سزاوار مطالعه می باشد زیرا حقایق زیادی را درباره منازعات جاری جهان هم درخصوص سیاست های مربوط به خاور میانه و هم در مورد طبیعت واقعی یهودیان و یهودیت، بیان می کند.",دین و جامعه/سیاست
69316,ارتش در دوره پهلوی چه وضعیتی داشت؟,دین و جامعه/سیاست
69660,"ریشه های دیگرهراسی (Phobia) در آمریکا چگونه پایه ریزی شد؟ هدف جوزف مک کارتی از ایجاد جو رعب و وحشت در َآمریکا چه بود؟ آیا واقعا شبح کمونیسم بر سر آمریکا سایه افکنده بود؟
افرادی که با بحث جنگ سرد بین شوروی و ایالات متحده پس از اتمام جنگ دوم جهانی آشنایی دارند، امکان بسیار کمی دارد که نام سناتور جوزف مک کارتی (Joseph R. McCarthy ) را نشنیده باشند.",دین و جامعه/سیاست
69664,**هل تتوقع أخبارًا جادةً في الأيام القادمة حول أنشطة الإصلاحيين لانتخابات المجالس البلدية؟**,دین و جامعه/سیاست
69675,براى ورود به مباحث سیاسى و مسایل جامعه شناسى سیاسى، نمى توان از موضوع جریانات سیاسى، خصوصاً در قرن اخیر غفلت نمود، زیرا بخشى از منازعات سیاسى، بلکه عمده بازى هاى سیاسى توسط جریان هاى سیاسى صورت مى پذیرد. آنچه که در ادبیات سیاسى ایران به شدت مغفول مانده است، ارایه الگویى براى شناخت جریانات سیاسى است. منابع موجود نگاهى توصیفى به پیدایش و فعالیت هاى جریانات سیاسى داشته اند، بدون اینکه در یک قالب بندى منطقى و عملى به ارزیابى و اندازه گیرى آن تشکل ها بپردازند و تنها در برخى منابع به برخى از متغیرهاى مربوط به تشکل ها پرداخته شده است.,دین و جامعه/سیاست
69685,"**¿cuáles fueron los beneficios y las ventajas que obtuvo Irán de la celebración de la cumbre de la Organización de la Cooperación Islámica, y cómo contribuyó esta cumbre a fortalecer su posición internacional y a promover sus intereses nacionales?**",دین و جامعه/سیاست
68955,سلام ، میخواهم بدانم با توجه به آیه ۵۹ سوره نساء (.....فان تنازعتم فی شیء فردوه الی الله و الرسول ان کنتم....) و آیات ۴۴ تا ۵۰ سوره مائده (و آنها که به احکامی که خدا نازل کرده حکم نمی‌کنند، کافرند. / هر کس به احکامی که خدا نازل کرده حکم نکند، ستمگر است. / کسانی که بر طبق آنچه خدا نازل کرده حکم نمی‌کنند، فاسقند. / طبق احکامی که خدا نازل کرده، در میان آنها حکم کن ) و آیات مشابه دیگر ، آیا ۱) این آیات در زمینه ی اعتقادی هم صادق است (یعنی برای اینکه ببینیم عقائد صحیح است تطابق با قرآن و حدیث بدهیم) و ۲) این عقیده من صحیح است که : در هر زمینه (حتی سیاسی و مسایل روز) باید برای پیدا کردن راه صحیح با قرآن و حدیث تطبیق داد و استناد به آن کرد ؟ یا این برداشت من اشتباه است ؟,دین و جامعه/سیاست
68958,باسلام وعرض خداقوت به شماعزیزان بنده پسری دارم 20 ساله امسال وارددانشگاه شده بلحاظ خانوادگی مذهبی هستیم ازسن 14سالگی نمازش رامرتب خوانده وترک نکرده وهمچنین روزه هایش راکامل گرفته اما اززمانی وارددانشگاه شده نسبت به نمازکم توجه شده صبح بیدارش میکنم یا دروقتهای دیگرکه درموردنمازسئوال میکنم منکرترک نمازنمی شودونمازش رامیخواندولی اگرچیزی نگوییم نمازنمی خواندوخودش رابکاری مشغول میکندچندباری هم گوشی همراهش وفلشش راچک کردم فیلمهای ناجوری داشته و بدون اینکه سایراعضای خانواده متوجه شوندمواردراپاک کردم و باهاش درخلوت صحبت کردم وهشدارهای لازم رابهش دادم وسعی کردم رازدارش باشم .پیشنهادازدواج هم بهش دادیم قبول نمی کندمیگویدتادرسم راتمام نکنم یالااقل کاردانی رانگیرم ازدواج نمیکنم چون این موضوعی جدیداست وحدود2ماهی است پیش آمده سعی کردم برخوردمستقیم نداشته باشم که خدای ناکرده وضع خرابترشودلذاخواهشمندم راهنمایی لازم رابفرمایید .پسرم 20 ساله است مقلدآیت الله خامنه ای است درمنزل 2برادردیگرهم داردکه کوچکترازخودش هستندومقیدبه انجام واجبات. ضمنافاصله سنی بنده هم باپسرم 18ساله وکاملاشرایطش رادرک میکنم .لطفاجواب سئوالم رابه پست الکترونیکم ارسال بفرمایید.متشکرم,دین و جامعه/سیاست
122432,خطیب بغدادى درباره عبادت امام کاظم (علیه السلام) چه روایتى را نقل کرده است؟,عرفان و معنویت
122434,جریان توبه بشر حافى در اثر کلام امام کاظم (علیه السلام) چه بود؟,عرفان و معنویت
122481,چگونه بر استرس کنکور غلبه کنیم؟,عرفان و معنویت
122482,چگونه با غلبه بر اضطراب کنکور رتبه‌ بهتری به دست آوریم؟,عرفان و معنویت
122483,شکست در کنکور با سبک زندگی چه ارتباطی دارد؟,عرفان و معنویت
122484,چرا اضطراب و ترس از امتحان و کنکور به وجود می آید و راه های مقابله با اضطراب ناشی از کنکور چیست؟,عرفان و معنویت
122485,چگونه استرس و اضطراب کنکور را کنترل نماییم؟,عرفان و معنویت
120734,آیا ملائکه از نور امامان خلق شده اند و آیا وظیفه آنها گریه کردن بر امام حسین علیه السلام است؟,عرفان و معنویت
120736,معنای این که: «زیارت امام حسین(علیه السلام) به منزله زیارت خدا در عرش است»، چیست؟,عرفان و معنویت
117726,هل يمكن للإنسان أن يجمع بين العمل وتحصيل العلم؟,عرفان و معنویت
117727,"ما المقصود بعبارة "" الله موجود في كل مكان "" وهل هو موجود بذاته في كل مكان؟  أم هذا تعبير مجازي عن احاطته بكل مكان؟ وعبارة "" كل مكان "" تشمل مادة الأشياء, مثل وجوده في اي شيء مصنوع علي سبيل  المثال في الأبواب والسقوف وفي الجدران؟ او الاشياء الطبيعية مثل الجبال والانهار والاشجار؟ خصوصا ان الاشياء المصنوعة مستحدثة ؟

واذا قلنا بانه غير موجود بهذه الاشياء بل محيط بها فهل هذا القول يحدد جلالته؟  باعتبار انه موجود خارج حدود الكون ولكنه محيط به؟

وما هو حكم وجوده في الكائنات الحية؟

واذا سلمنا بانه موجود في الاشياء لا بمداخلة ولا بممازجة فكيف هو موجود في  الاشياء النجسة (عذرا لهذا التعبير حيث احتج بعض ابناء العامة  بذلك )؟",عرفان و معنویت
117729,ما هو تحضير الروح؟ هل يجوز أو لا؟,عرفان و معنویت
118504,چه دلیلی دارد که صفات خداوند را از جهت وجودی بررسی کنیم؟ آیا این گونه بررسی به معنی نقص و محدودیت در صفات خدا نیست؟,عرفان و معنویت
118505,آیا شخص توبه کار می تواند به کمال برسد؟,عرفان و معنویت
118521,آیا فرستادن صلوات بر درجات پیامبر می افزاید؟ بر دنیا یا آخرتشان تأثیری دارد؟ چگونه؟,عرفان و معنویت
118546,آیا وجود بی نیاز می تواند خود را با اراده خود نیازمند کند و یا قدرتش را به اراده خود از خودش سلب کند؟,عرفان و معنویت
118041,**آیا اولیاء خدا و علماء بزرگ چگونه با مصائب برخورد کرده‌اند؟**,عرفان و معنویت
118045,چرا جهل در تضاد با عقل است؟و در تضاد با علم نمی باشد؟,عرفان و معنویت
118050,روز عمرکشان جه روزی است وبه چه علت ا ین نام را نهاده اند؟,عرفان و معنویت
118051,**هل يمكنني الالتزام بتوجيهات الأرواح التي تدعي أنها تتواصل معي؟**,عرفان و معنویت
118053,**چه فضائل و ویژگی‌هایی دارد که قلم توان نوشتن آن‌ها را ندارد؟**,عرفان و معنویت
118054,اینکه می گویند لحظه ای از یاد خدا غافل نباشید یعنی چه و چگونه؟,عرفان و معنویت
118064,آیا زنجیر زنی و قمه زنی بخشی از عزاداری است ؟,عرفان و معنویت
118083,نظرات عرفا در باب معرفت و تزکیه و تهذیب نفس چیست؟,عرفان و معنویت
118142,خدا کیست یا چیست؟ نحوه اثبات خدا چگونه است؟,عرفان و معنویت
118151,کتاب «چنین گفت زرتشت» از زبان خود نویسنده یعنی فردریش نیچه است یا از زبان خود زرتشت؟,عرفان و معنویت
118159,چگونه می شود کسالت، خستگی و بی حوصلگی را در عبادات برطرف و نشاط و سرزندگی را برای انجام آنها ایجاد کرد؟,عرفان و معنویت
117993,تفسیر و معنی عرش چیست؟ معنای تخت، سریر چیست؟,عرفان و معنویت
118002,آیا برای دیدن اولیای الهی در عالم خواب، اعمال و اذکاری وجود دارد؟,عرفان و معنویت
118004,گاهی در حین نماز خواندن به خودم می گویم که این عمل تو را هیچ کس جز خداوند نمی بیند و با گفتن این حرف علی رغم میل باطنی ام یک حالت کم رغبتی به آن عمل(نماز) پیدا می کنم. البته این بدین معنی نیست که آن عمل را ترک می کردم، چون واجب است و فقط حال کم رغبتی به من دست می دهد؛ چرا این کم رغبتی به وجود می آید و چگونه باید آن را درمان کرد؟ و آیا آن عمل من به کل باطل بوده یا فقط از ثواب مراتب بالای اخلاص محروم می شوم؟,عرفان و معنویت
118005,آیا اعمال خاصی برای آگاه شدن از حقایق عالم آخرت وجود دارد؟,عرفان و معنویت
118006,هر چه می خواهم اعمالم را برای خدا خالص کنم نمی توانم، به همین خاطر از کارم کمی ناراحت می شوم و یا پشیمان! چه کار باید بکنم؟,عرفان و معنویت
118017,نظر شما در مورد عقیده بعضی از مدعیان صوفی گری که می گویند: «بهشت و جهنم و پاداش و جزای اخروی وجود ندارد و این ها را برای این گفته اند که مردم از راه مستقیم خارج نشوند» چیست؟(در صورتی که خداوند در قرآن می فرماید وعده الهی راست است),عرفان و معنویت
118020,یکی از سفارشات خداوند محبت کردن به اولیا الهی است، آیا این محبت است که آنها را اذیت کرده و همیشه از آنها چیزی بخواهیم؟,عرفان و معنویت
118023,من از آقای بهجت تقلید می کنم، آیا می شود با صدای تک نزد آقایان و داوران مرد قرآن بخوانم؟,عرفان و معنویت
118028,عبدالقادر گیلانی که بود و چه مطالب اعتقادی، عرفانی و فلسفی از عبد القادر صادر شده است که با مبانی فکری کلامی و فلسفی شیعه سازگار نیست.,عرفان و معنویت
118031,با توجه به گرایش درونی انسان به واقعیت و حقیقت (فطرت خدا جو)، واژه کفر (کفر بعضی از انسانها) چه مفهومی می تواند داشته باشد؟,عرفان و معنویت
118035,رجعت جسمانی چگونه ممکن است ؟,عرفان و معنویت
118272,در اسلام چه چیزهایی نماد و سمبل می باشد؟,عرفان و معنویت
118279,فردی این طور می گوید:چون ما نمی توانیم خدا را بشناسیم و خدا نامحدود است حتی نام گذاشتن برای خدا نیز و یا برشمردن صفات خدا نیز باعث محدود کردن خدا می شود.و حتی این نامهایی که در قرآن برای خدا آمده است نیز منظور خدا نبوده است، بلکه منظور حضرت علی(ع) بوده است و صفاتی نیز که نام برده شده است نیز صفات آن حضرت(ع) بوده است.آیا حرف این فرد درست است؟,عرفان و معنویت
118301,یک حدیث راجع به زیارت حضرت رسول(ص) بفرمایید. لطفاً از منابع اهل تسنن باشد.,عرفان و معنویت
118304,یک حدیثی در مورد وسیله قرار دادن معصومین (ع) یا دیگر بندگان مؤمن بفرمائید لطفاً از منابع اهل تسنن باشد.,عرفان و معنویت
118313,آیا صدای ما به امامان می رسد؟,عرفان و معنویت
118315,آیا می شود بدون اعتقاد به ائمه سلوک داشت؟,عرفان و معنویت
118562,برای دفع وسوسه چه اعمال و اذکاری نافع است؟,عرفان و معنویت
118563,چگونه اخلاص را کسب کنیم؟,عرفان و معنویت
118574,آیا کتابی پیرامون مقام ترس انسان ازخدا وجود دارد؟,عرفان و معنویت
118577,معنای صلح چیست؟ در کجا معنا پیدا می کند؟,عرفان و معنویت
118593,راههای اثبات وجود پروردگار جهان چیست؟,عرفان و معنویت
118604,فطرت موجودات یعنی چه؟,عرفان و معنویت
118623,آیا زمان، در دنیا آخرت وجود دارد؟ یا انسان از بعد زمان خارج می شود؟,عرفان و معنویت
118637,خدا چند تا است ؟ آیا احتمال دارد در جهان هستی دو یا چند خدا وجود داشته باشد؟,عرفان و معنویت
118644,از پیامبر(ص) حدیثی است که در آخرت فقط خداوند از گناه بنده ها خبر دارد و او آبروی بنده ها را نمی ریزد. حال چرا در قرآن کریم خداوند فرمودند که: مجرمان را از چهره هاشان می شناسند یا بهشتی ها جهنمی ها رو می بینند یا بر عکس؟ می خواستم ببینم حضرت رسول(ص) و اهل البیت علیهم السلام و همه مقربان و بندگان صالح خداوند، ما را با این چهره می بینند؟,عرفان و معنویت
118650,چگونه می توان با حسادت مقابله کرد ؟ به عبارت دیگر راه ترک حسادت چیست؟,عرفان و معنویت
118669,در جواب مادیون که دلائل مختلف برای مادی بودن روح دارند چه جوابی می توان داد؟ از دلائل آنها می توان به تغییرات فیزیولوژیکی در مغز، در هنگام تفکر اشاره کرد؟ برای این دلیل چه جوابی دارید؟,عرفان و معنویت
118685,آیا ما با حواس خود می توانیم به واقعیت برسیم؟ با یقین قلبی چطور؟,عرفان و معنویت
118686,با توجه به عدم نیاز خداوند به پرستش ما و هم چنین با توجه به آگاهی خداوند نسبت به اعمال انسان، هدف از آفرینش انسان و در نظر گرفتن کیفر برای ما چه بوده است ؟,عرفان و معنویت
118695,عرفان نظری و عملی چیست؟,عرفان و معنویت
118722,آیا امامانی(ع)که شهید شده اند هنوز از رنج و سختیهایی که دشمنان در دنیا برای آنان ایجاد کرده اند، در رنج هستند؟,عرفان و معنویت
118728,وقتی والدین فرزندان خود را خوب تربیت نمی کنند فرزندان نیز با یک مکانیزم روانی طبیعی اقدام به عکس العمل می نمایند آیا اِین مکانیزم را خدا نیافریده است؟,عرفان و معنویت
124689,روزه چه اثر و فایده اى براى انسان دارد؟,عرفان و معنویت
124690,چگونه می توان از ماه مبارک رمضان، تحفه و توشه کرامت برداشت؟,عرفان و معنویت
124692,در ماه رمضان از خدا چه بخواهیم و آنچه شایسته است در ماه رمضان از خداوند طلب کنیم چیست؟,عرفان و معنویت
124696,چگونه روزه ماه مبارک رمضان انسان را به یاد تشنگی و گرسنگی قیامت می اندازد؟,عرفان و معنویت
124697,امام سجاد (علیه السلام) چگونه ماه مبارک رمضان را توصیف می کنند؟,عرفان و معنویت
124700,چرا ماه مبارک رمضان را «شهر الله» می گویند؟,عرفان و معنویت
124635,اگر در تقدیر من در شب قدر نوشته می شود پس اختیار انسان چه می شود؟,عرفان و معنویت
124638,با توجه به اهمیت شب های قدر و این که سرنوشت انسان ها در طول سال در این شبها رقم می خورد، اگر فردی به دلایلی نتوانست بهره کافی را از این شبهای پرفضیلت ببرد، آیا باید تا ماه رمضان سال بعد صبر کند؟,عرفان و معنویت
124642,آیا شب قدر برای همه مردم جهان، یک شب و در یک زمان مشخص است؟ و آیا بسته به روحیات هر کس این شب تغییر می کند؟,عرفان و معنویت
124645,چرا فقط در یک شب از سال تمام تقدیر انسان تعیین می شود؟,عرفان و معنویت
124646,فلسفه وجود شب قدر چیست؟,عرفان و معنویت
124647,اگر زمان مرگ انسان با ایام خاصی همچون شب قدر مصادف شود، فضیلتی برای میت محسوب می شود؟,عرفان و معنویت
124649,حکمت تلاوت قرآن کریم چیست؟,عرفان و معنویت
124660,آداب باطنی تلاوت قرآن کریم چیست؟,عرفان و معنویت
124661,قرائت قرآن کریم چه آثاری دارد؟,عرفان و معنویت
124664,برای مستمع قرآن کریم چه ثواب و فضیلتی بیان شده است؟,عرفان و معنویت
124498,خانمى چون نمى‌دانسته باید خود را وارسى کند، شک دارد که به مقدار سه روز خون دیده یا خیر، حال وظیفه‌اش چیست؟,عرفان و معنویت
124127,بهترین تعقیب مشترک بین تمام نمازها چیست؟,عرفان و معنویت
124544,برای مضطربه شدن، چند بار باید خلاف عادت خود خون ببیند؟,عرفان و معنویت
124571,کسی که براثر زخم نمی‌تواند خود را وارسی کند وظیفه‌اش چیست؟ با احتمال پاک شدن، غسل کند یا صبر کند تا یقین کند پاک شده است؟,عرفان و معنویت
123983,با توجه به جایگاه حج در قرآن کریم، فلسفه تکبیرات در منا چیست‌؟,عرفان و معنویت
124011,آیا برای مسّ آن‌چه مانند (ا...) و (ال...) عرفاً رمز برای اسم جلاله است، طهارت لازم است؟,عرفان و معنویت
123451,نماز زیارت امام‌زادگان، به چه نیتی خوانده می‌شود؟,عرفان و معنویت
123912,راه‌های ایجاد حضور قلب در نماز را بیان فرمایید.,عرفان و معنویت
123094,با چند بار شک، کثیر الشک محقّق می‌شود؟,عرفان و معنویت
123106,فرق بین کثیر الشک و وسواسی چیست؟,عرفان و معنویت
125138,آیا آب دریا، آب جاری به‌حساب می‌آید؟,عرفان و معنویت
124889,میز چوبی نجس را چگونه می‌توان تطهیر کرد؟,عرفان و معنویت
