_id,question.text.fa
13963,من اگر بخواهم به کسی پول قرض بدهم و شرط لفظی و تصریح به گرفتن سود نباشد ولکن قصد و بنای من بر سود گرفتن باشد به گونه ای است که اگر بدانم قرض گیرنده ، سود به من نمی دهد اصلا به او قرض نمی دهم (قرض بر مبنای سود گرفتن)آیا این نوع از قرض دادن هم قرض ربوی محسوب می شود؟
13964,معنای عضب و معضوب در احکام حج چیست؟
13965,آیا می توان برای ماءالفحل اجرت گرفت؟
13966,نقش و میزان مشارکت مردم در شکل‌گیری حکومت دینى در نصوص قدسى، چگونه تعیین و تبیین گردیده است؟
13967,ولایت بر مال غایب در صورت فقدان ولى به عهده چه کسى است؟
13968,آیا شخصی در کشور دیگر که در آن کشور قوانین اسلامی رعایت نمی‌شود مثلاً ترکیه زندگی می‌کند و به ولایت مطلقه فقیه اعتقاد دارد 1-آیا از قوانین کشور ترکیه باید تبعیت بکند یا ولایت‌فقیه؟ 2- آیا دایره ولایت‌فقیه مختص به کشور ایران است؟
13969,رابطه حکم حکومتى با احکام اولیه و ثانویه چیست؟ آیا احکامى که پیامبر اکرم (صلی‌الله علیه وآله) و امیرالمؤمنین (علیه‌السلام) در خصوص نظم بخشیدن به امور اجتماعى زمان خود و همچنین نصب افراد به مناصب مختلف حکومتى صادر می‌کردند، از مصادیق احکام حکومتى است؟
13970,تفاوت ولایت‌فقیه با ولایت مطلقه فقیه را بیان فرمایید؟
13971,به استحضار آن مقام عالی می‌رساند حسب اجازات متداول و مرسوم صادره از سوی مراجع عظام تقلید مرقوم می‌شود: ... از قبل این‌جانب مجاز و مأذون می‌باشند در تصدی امور حسبیه و قیام به وظائف شرعیه ای که منوط است به اذن فقیه جامع‌الشرایط؛ یعنی از دیدگاه فقه و شریعت امور مربوط به حسبه تحت ولایت، اشراف و حاکمیت فقیه است و آن بزرگواران به شاگردان خاص و دارای صلاحیت علمی و اخلاقی و متقی خود اجازه و وکالت در رسیدگی به این امور را می‌دهند. حال با توجه به اینکه در مواد 1، 2، 3 و 4 قانون امور حسبی و دیگر قوانین مدنی، رسیدگی به امور حسبیه را وظیفه دادگاه‌ها می‌داند و ورود غیر را عملی مجرمانه تلقی کرده است؛ تکلیف چیست؟ مرجع رسیدگی به‌کلیه امور حسبیه دادگاه‌ها هستند یا مراجع عظام تقلید؟
13972,روزه ای که در اثر قی کردن برای نجات از مسمومیت باشد کفاره دارد؟
13973,آیا می توان طبق وقت اهل سنّت و همراه با آنها افطار نمود؟
13974,در حال حاضر اکثر گوشی ها نرم افزار قرآن دارند، آیا لیالی قدر میشود یک صفحه قرآن را ازگوشی باز کرد و آنرا که داخل موبایل هست روی سر گذاشت؟
13975,در مواردی که بدن خونی می باشد اما مقدار آن مشخص نیست آیا لازم است قبل از نماز نسبت به مقدار آن تجسس شود؟
13976,همسر من از روز اول از اینکه ۱۲۴ سکه و عتبات مهریه بنده کردن پشیمان هستند و دائم از من میخواهند که به ایشان ببخشم، من دوتا بچه دارم؛ آیا میتوانم مهریه ام را به بچه هام ببخشم؛ یعنی در صورتی که بچه ها بخواهند و به سن قانونی برسند بتوانند از پدرشان مهریه من را بگیرند؟ آیا چنین چیزی ممکن است؟
13978,آیا در فقه شیعه، جزیه گرفتن از زنان و اطفال و سالمندان اهل کتاب جایز هست؟ و به‌طورکلی از میان اهل کتاب، بر چه کسانی جزیه دادن لازم نیست؟
13979,مشکلی وجود دارد؟
13980,گوش دادن به رادیوهای بیگانه چه حکمی ‌دارد؟
13981,آیا اجباری کردن حجاب از خصوصیات یک حکومت اسلامی است؟
13982,منظور از استیمان در حکومت اسلامی را بیان فرمایید؟
13983,ماهیت فقهی حقوق بازنشستگى را بیان فرمایید؟
13984,اگر کارمندى براى کارفرما چندین سال کار کند و کارفرما کلیه حقوق و مزایا، پاداش و مرخصی‌های نامبرده را به‌طور مرتب پرداخت نماید و علاوه بر این از هیچ کمکى نیز در حقّ کارگر چشم‌پوشی نکرده باشد ولى پس از چند سال کارگر به میل خود می‌خواهد کار را ترک کند، به همین خاطر به کارفرما اظهار می‌دارد که سوابق کار این‌جانب را حساب کرده بپردازید، یعنى مجدداً به‌عنوان سوابق کار می‌خواهد پول دیگرى از کارفرما بگیرد آیا این پول ازنظر قوانین اسلام حرام است؟
13985,آیا ورثه می‌توانند از کوپن (کالابرگ) میت استفاده نمایند؟
13986,یکی از بستگان ما اقدام به توسعه منزلش از طریق غیرقانونی نموده است، این کار ازنظر شرعی چه حکمی ‌دارد؟ آیا منزل مذکور غصبی است و نمی‌توان در آن نماز خواند؟
13987,معمولاً مردم دردهات براى حفظ نظام، قوانینى جعل می‌کنند. ازجمله این‌که اگر کسى دام‌های خود را در زمین، یا مزرعه دیگرى بچراند و به زراعت دیگران ضرر برساند، مبلغ معیّنى از صاحب دام می‌گیرند، در صورت امتناع از پرداخت مبلغ، همان دامى را که ضرر رسانده توقیف نموده و چنانچه ظرف سه روز جریمه را پرداخت نکند، دام را فروخته، پول جریمه را برداشته و آن را در موارد نیاز عمومى روستا خرج می‌کنند. اولا: تعیین چنین قوانین و جرائمی در چنان مواردى مجاز است؟ و ثانیاً در صورت جواز، آیا به‌جای هزار تومان پول جریمه در صورت امتناع، می‌توانند دام او را بفروشند و همه پول آن را در مورد نیازهای عمومى روستا مصرف کنند؟ البتّه باید توجّه داشت که اگر در چنین جاهایى نظم و قوانینى وجود نداشته باشد، صد در صد نظام روستا از بین می‌رود و حقّ ضعفا و یتیمان و بی‌سرپرستان پایمال می‌شود.
13988,در مورد پروانه مطب یا موافقت اصولی و مجوز تأسیس کلینیک تخصصی پزشکی و مانند آن‌که به افراد واجد شرایط مانند پزشک متخصص اعطا می‌گردد و نهاد صادرکننده مجوز مربوطه، خریدوفروش و انتقال و واگذاری آن‌ها را منع نموده است؛ خریدوفروش یا واگذاری آن به غیر، ازنظر شرعی چه حکمی‌ دارد؟
13989,شخصى سرایدار یکى از اماکن دولتى است؛ اگر شخصی به‌عنوان میهمان به منزلشان برود و از آب آن اداره براى وضو استفاده کند، آیا وضوى او صحیح است؟
13990,نظر حضرت‌عالی در مورد فروش آرد یارانه‌ای به مردم چیست؟ نانی که از این آرد پخته می‌شود حلال است؟
13991,ماهیت فقهی استخدام‌های دولتى چیست (با توجّه به این‌که حقوق کارمند باگذشت زمان تغییر می‌یابد و دولت اعتباراتى را در تعیین زمان بازنشستگى او دارد)؟
13992,پارتی‌بازی کردن چه حکمی ‌دارد؟
13993,عبور از چراغ‌قرمز در شب که به کسی آسیبی نمی‌رساند چه حکمی ‌دارد؟
13994,با توجّه به وضعیت کنونى مسلمانان فلسطین و عدم امکان حضور فیزیکى و جهاد براى مسلمانان کشورهاى دیگر، وظیفه ما در قبال این مسئله چه است؟ به نظر حضرت‌عالی وظیفه خاص دانشجویان چیست؟
13995,آیا تظاهرات آرام علیه سیاست حاکم ظالمى که وظیفه‌اش حکومت دینى است، جایز است؟ با توجّه به این‌که روش‌های دیگر اعتراض مفید نبوده و این روش نیز ممکن است خطر قتل به همراه داشته باشد. آیا این عمل نوعى جهاد دفاعى محسوب می‌شود؟
13996,در عصر حاضر، ارتباط ما با کشورهای غیرمسلمان بر اساس کدام‌یک از عقود است؟ آیا کشورهایی مثل ژاپن، کره و چین جزو کفار حربی هستند؟
13997,آیا ریختن خون نظامیان صهیونیست بر ما شیعیان ساکن ایران حلال است؟ در مورد اسرائیلی‌های ساکن فلسطین (نه نظامی) چطور؟
13998,اگر کسى مالى از بیت‌المال طلب داشته باشد و آن را ندهند، آیا می‌تواند معادل طلبش از امکانات بیت‌المال، استفاده کند؟
13999,اگر کارمندان در ساعت ادارى که مراجعه‌کننده نداشته و بیکار هستند، از وقت خود جهت درس خواندن و کسب علم استفاده کنند چه حکمی‌ دارد؟
14000,استفاده شخصى از امکانات مدرسه، صرفاً براى امور تحصیلى، با اجازه مدیر آموزشگاه چه حکمی ‌دارد؟
14001,آیا اموال دولت از نظر شما در حکم مجهول‌المالک است؟
14002,با توجّه به روایات معتبر که می‌فرماید: «بر امام است که دین بدهکارانى که قادر به اداى آن نیستند را بپردازد.» لطفاً بفرمایید:الف) آیا حکومت اسلامى وظیفه دارد دیون بدهکاران معسر را بپردازد؟ب) در فرض تکلیف حکومت اسلامى، منبع پرداخت این دیون صرفاً صدقات و زکات است، یا در فرض کمبود صدقات، باید از بیت‌المال پرداخت شود؟ج) آیا باید احراز شود که دین به‌واسطه انفاق بر عائله و درراه طاعت خدا بوده، نه براثر اسراف و صرف در معصیت؟ یا همین‌که معلوم نشود در چه راهى صرف نموده و بتوان حمل بر صحت کرد کفایت می‌کند؟
14003,هنگامی‌که به حضرت على (علیه‌السلام) اعتراض کردند: «چرا در حقوق و تقسیم بیت‌المال فرقى نمی‌گذارید...» ایشان فرمودند: «در کتاب خدا که فرقى ندیدم و عمل پیامبر (صلی‌الله علیه وآله) را هم که خودتان دیدید!» پس تفاوت حقوق بر چه اساسى است؟
14004,نظر حضرت‌عالی در مورد مشارکت زنان در پذیرفتن مناصب سیاسی چه است؟
14005,آیا بر جنگل‌ها حکم ملک، جارى می‌شود و می‌توان مسئله ارث، وقف، اجاره و... را بر آن مترتّب کرد؟
14006,طبق ظاهر آیات و روایات، انفال شامل همه دشت‌ها و کوه‌ها و جنگل‌ها و دریاها و... در سراسر جهان است; امّا در شرایط فعلى که مرزهاى جغرافیایى بین‌المللی موردقبول همه حکومت‌هاست آیا انفال هم به این مرزبندی‌ها محدود می‌شود؟
14007,بریدن بی‌رویه درختان جنگل که منابع اصلى تولید اکسیژن و ادامه حیات بشر بر کره خاکى است و تبدیل مناطق جنگلی به منطقه خشک چه حکمی‌ دارد؟
13915,آیا تجمّل گرایى در ادارات را به‌عنوان آبروى مملکت می‌دانید؟
13916,آیا شخص ظالمی که غیبت او جایز است مانند رئیس‌جمهور آمریکا؛ آیا می‌توان علاوه بر غیبت، چهره او را نیز مسخره کرد؟
13917,کشیدن کاریکاتور اشخاص ازجمله سیاسیون، هنرمندان و ورزشکاران و ... چه حکمی‌ دارد؟
13918,کسی از من پرسید کجا میری به دروغ گفتم خانه دوستم و بعد پشیمان شدم و به خاطر اینکه دروغم جبران شود به خانه دوستم رفتم آیا من گناه کردم؟
13919,اگرانسان دروغی بگوید که چندنفر را ازگناه بازدارد واین دروغ،دروغی است که ازطریق توریه نمیتوان آن راگفت آیا ایراد دارد؟
13920,بفرمایید بدون حالت ضرورت، تخلف از وعده حرام است یا نه؟
13921,مغالطه چيست؟ و آیا گناه دارد؟ دروغ محسوب می‌شود؟
13922,"اینجانب در بازار کار میکنم , اخیرا یک مقدار جنس از تهران خریدم, بین راه تهران به مقصد , پلیس جلوی ماشین را گرفت و به اتهام قاچاق کالا اجناس و ماشین را توقیف کرد و من را به تعزیرات معرفی کرد , و تعزیرات هم به من گفت اگر مقدار بار از 10 میلیون به بالا باشد حتما باید ماشین هم توقیف شود , از ان طرف به تعداد هر روز توقیف ماشین باید به راننده پول بدهم و این خیلی برایم مشکل هست , از طرفی باید به مقدار قیمت اجناس و ماشین وثیقه بگذارم تا وقتی که این پروسه تمام شود و تبرئه شوم و درحالی که این مقدار پول را هم ندارم که وثیقه بگذارم . ایا میتوانم مقدار ارزش اجناس را 10 میلیون اعلام کنم که هم ماشین ازاد شود و هم من وثیقه کمتری بگذارم ؟"
13923,ثبت اطلاعات نادرست از خود، در یک سایت اجتماعی، گناهه؟
13924,از نظر اسلام اسراف در چه مواردى مجاز و توصيه ميباشد ؟
13925,آیا کاشتن سبزه براي عید اسراف است؟
13926,چند وقتی است که در ارتباط با حادثه جده جوک ها و متن های بدی برای حاجی ها و سفر حج در شبکه های مجازی در حال انتشار است و بسی جای تاسف دارد تکلیف چیست؟
13927,فحش دادن در تنهایی و جایی که هیچ کس صدای انسان را نمی شنود چه حکمی دارد؟
13928,آیا وقتی بگوییم قد کسی کوتاه است با آن که عیب آشکاری است و همه می بینند قد او کوتاه است، غیبت محسوب می شود؟ یا بعضی وقت ها افرادی پشت سر دیگران حرف می زنند و اگر به آن ها اعتراض بکنیم می گویند همه ی حضارین مطالب را میدانند و واقعیت هم همین می باشد وظیفه ما در قبال این عمل چیست؟
13929,با عرض پوزش؛ آیا واژه (هرزه صفت) ازنظر شرعی افترا محسوب می شود ياتوهين؟
13930,آیا اعتراف به گناه کبیره مثل زنا که از آن توبه کرده ایم نزد مشاور خانواده برای دریافت راهنمایی های لازم جایز است؟
13931,تهمت زدن به کفار اعم از حربی و غیر حربی چه حکمی دارد و آیا حلالیت گرفتن لازم است؟
13932,آیا سفر به مریخ با علم به اینکه امکان بازگشت ندارد چه حکمی دارد؟
13933,امتناع از درمان برای جلوگیری از مرگ و یا نخوردن چیزی که حیاتش به آن بستگی دارد؟
13934,اگر کسی از طریق رابطه نامشروع ایدز بگیرد و بداند طرفی که با آن رابطه داشته ایدز داشته است آیا خودکشی حساب میشود؟
13935,کسی که با مواد روان گردان یا مواد مخدر مثل شیشه زمانی که شعورش کم شده و در حالت عادی نباشد و دست به خودکشی زده باشد آیا خودکشی ان گناه است و جهنمی میشود؟
13936,قماربازی مجازی یعنی بازی که در عالم خارج هیچگونه پولی جابه جا نمیشود حکمش چیست ( با فرض اینکه بعضی از بازی ها صرفا برای قمار طراحی شده اند).
13937,آیا دال پلان (که یک بازی محلی است) جزء اقسام تیراندازی محسوب میشه؟
13938,اگر تشخیص ندهیم که جایزه دهندگان از طرف خودشان هدیه میدهند تکلیف چیست؟
13939,حکم شرکت در قرعه کشی طرفداری از تیم محبوب چیست ؟
13940,نشانه قبولی توبه چیست؟
13941,آیا انسان شیعه میتواند خود شخصا برای الفت دادن قلوب افراد کافر و مرتد و یا کسانی که عقاید انحرافی دارند، چیزی به عنوان صدقه بدهد؟ (طبق آیه شریفه 60 سوره مبارکه توبه)
13942,آیا می توانند از پول داخل صندوق صدقات استفاده کنند؟
13943,کمک مالی به شخص معتاد چه حکمی دارد؟ آیا تفاوتی دارد که یقین کند پول را خرج اعتیاد می‌کندیا نه؟
13944,اگر از موسسه خیریه اهل تسنن کمک مالی بگیرم برای درمان مادرم که خیلی مریضه،اشکالی نداره؟( پول خیریه هم از خارج به این موسسه میرسه، مدارک هم باید تحویل بدهیم)
13945,در بحث انفاق و کمک رسانی تشخیص اولویت‌ها برای رسیدن به رضایت حضرت حق چگونه است؟مثلاً برای تشخیص و انتخاب کردن صحیح بین موضوعات متفاوت مانند؛ساخت مدرسه،ساخت و تجهیز مراکز درمانی،کمک هزینه ازدواج جوانان،کمک رسانی به زائرین اربعین حسینی،کمک رسانی به فقرا و مساکینو سایر مواردی که مشمول مبحث انفاق و کمک رسانی میشوندچگونه باید اقدام کرد تا مرضی حضرت حق گردد ؟
13946,مردی گدایی میکند و پولهای خوردش را میاورد تا من برایش به اسکناس تبدیل کنم آیا این کار من گناه است؟ (مرد معتادهم هست)
13947,آیا به غیر مسلم می توان ایصال ثواب کرد؟ روش آن چیست؟ مثلا سوره فاتحه برایش بخواند یا چیز دیگری؟
13948,کمک کردن شیعه به مسجد اهل سنت مانند مسجد خلفای راشدین چه حکمی دارد؟
13949,شخصی در کوچه ها تار میزند و با بلندگو شعرهای زیبا در مورد ائمه میخواند ایا پول دادن به این شخص اشکال دارد؟
13950,من مقلد آیت ا... مکارم هستم، یکی از دوستام ترجمه کردنش خوبه من یک فایلی بهش دادم و روم نشد که بگویم دستم تنگ است و گفتم که مال دوستم است و دستش تنگه دوستم هم گفت که بده بیرون ترجمش کنند باهم پولش را میدهیم، آیا گرفتن این پول درسته یا نه؟ موارد مشابه زیاد است مثلا خودش نیازمند است ولی خجالت میکشد و می گوید برای دیگران پول جمع می کنم؟
13951,من بدلیل تصادف غیر عمد محکوم‌به پرداخت دیه شده‌ام دیه از ستاد دیه به‌صورت وام پرداخت‌شده قرار شده ماهیانه وام را پرداخت کنم اما حقوق من کفاف خرج زندگی و اجاره خانه و بدهی‌های دیگرم را نمی‌کند آیا برای پرداخت وام دیه می‌توانم صدقه قبول کنم؟
13952,آیا تحمیل امر مباح یا مستحب به فرد یا افراد جایز است؟ اگر جایز نیست این عدم جواز در حد حرمت است یا مکروه؟ قاعده فقهی این مبحث تحت چه عنوانی است؟
13953,چه نوع اعمالی مجاز نیستند؟
13954,منظور از فرافکني جداکردن روح ازبدن درمدت معیني است اين کارچه حکمي دارد؟
13955,خلع و تجرید شرعاً چه حکمی دارد؟
13956,استفاده و یا تلاش برای یادگیری تلپاتی(ارتباط ذهنی دوفردازراه دور)اگر صحت داشته باشدوکسی که آن راآموخته درجهت خلاف شرع ازآن استفده نکندچه حکمی دارد؟
13957,آیا یادگیری و انجام تله کنزی(یا جابجایی اجسام با ذهن)حرام است؟
13958,آیا جادو کردن در صورت گرفتن حق جايزاست؟ يعني ميداني حق با توست و طرف حقت را اجحاف كرده و با جادو كردن شخص می‌توانی حقت را بگیری؟ در این صورت جايزاست؟
13959,تمرین برای تصرف در عالم طبیعت و تصرف در آن جادوگری محسوب می شود؟
13960,آیا ممکن است انسان با جن ارتباط برقرار کند (با توجه به این‌که این دو از یک عالم وجودی نیستند)؟ آیا رجوع به افرادی که ادعای ارتباط با جن را دارند برای مداوا ازلحاظ شرعی اشکال دارد؟
14415,آیا حضرت‌عالی صلاح می‌بینید که در بین بسیجیان گروه‌هایی براى امربه‌معروف و نهی از منکر تشکیل شود؟
14416,در امربه‌معروف و نهى از منکر، اگر احتمال برود که به‌صورت دسته‌جمعی اثر می‌کند، آیا باید دسته‌جمعی امربه‌معروف کرد؟
14417,چگونه حکومت و مردم می‌تواند از بدحجابی یا بی‌حجابی بعضى از خانم‌هایی که در این امر مهم کوتاهى می‌کنند جلوگیرى کنند؟
14418,گاهى بعضى از اساتید زن در کلاس درس دانشجویان بالباس‌های تحریک‌کننده حضور پیدا می‌کنند و دانشجویان به‌ناچار براى دریافت درس و مطلب به او نگاه می‌کنند، تکلیفشان چیست؟
14419,اگر امربه‌معروف و نهى از منکر در اداره باعث شود که انسان از مزایایى همچون اضافه‌کار و یا پاداش‌های دیگر محروم شود، آیا بازهم واجب است؟
14420,امربه‌معروف و نهی از منکر بچه ممیز واجب است؟
14421,آیا امربه‌معروف مسلمان به مسيحي و یهودی واجب است؟
14422,در بعضی موارد باوجود مفاسد مختلف، انسان هر طور که فکر می‌کند می‌بیند شرایط امربه‌معروف و نهى از منکر موجود نیست; یعنى احتمال تأثیر نمی‌رود و یا هر چه تذکر می‌دهیم بعضاً دوباره مشاهده می‌کنیم که تأثیری در رفتار فرد نداشته از طرفى در احادیث و روایات آمده است که: «در صورت عمل ننمودن اشخاص به این دو فریضه الهى امکان نزول عذاب می‌رود» وظیفه ما را در این‌گونه موارد بیان فرمایید.
14423,يك خبرنگار در مقابل ضد ارزش‌ها چگونه مى‏تواند امربه‌معروف‏ و نهى از منكر كند؟
14424,نظر آیت‌الله مکارم در مورد جهاد ابتدایی در عصر حاضر چیست؟
14425,نهی از منکر به چه معنی می‌باشد؟
14426,آیا در امربه‌معروف و نهى از منکر قصد قربت شرط است؟
14427,امربه‌معروف در دین اسلام به چه معنایی می‌باشد؟
14428,در بحث شرطیت «احتمال تأثیر» در امربه‌معروف، در تحریرالوسیله آمده است: «مسئله 17: لو احتمل التأثير و احتمل تأثیر الخلاف فالظاهر عدم الوجوب» این مسئله در درس خارج حضرت آیت‌الله مکارم حفظه الله قرائت و مورد تأیید ضمنی قرارگرفته است؛ از سوی دیگر به نظر می‌رسد اگر احتمال تأثیر معکوس در حدی باشد که خوف ایجاد کند، این مصداق «خوف مفسده حرام» است و چون فرض این است که (خوف آن می‌رود) در اثر نهی از منکر ما، همان گناه با شدت یا کثرت مضاعف به وقوع بپیوندد، لذا علاوه بر «عدم وجوب» نهی از منکر، «عدم جواز» آن را نیز اقتضا دارد، سؤال این است که: آیا فتوای حضرت آیت‌الله مکارم حفظه الله مطابق برداشت فوق است؟ یعنی: (اگر در کنار احتمال عقلایی تأثیر، احتمال عقلایی «تأثیر معکوس» وجود داشته باشد، نهی از منکر واجب نیست و اگر احتمال تأثیر معکوس به حد «خوف» برسد مصداق «خوف مفسده» است و نهی از منکر جایز نیست.)
14429,همسر این‌جانب معتقد به رعایت حجاب نیست به‌طوری‌که در محافل و مجالس حجاب خود را رعایت نمی‌کند، به صحبت‌ها و درخواست‌های من هم هیچ توجهی نمی‌کند، آیا گناه عدم رعایت حجاب از جانب ایشان متوجه من هم هست؟ وظیفه این‌جانب در قبال ایشان چیست؟
14430,آیا انسان مؤمن می‌تواند به جهت وجود مفاسد دیگر کار کردن در دستگاه‌هایی که ظلم می‌کنند را قبول نکند؟
14431,عملیات شهادت‌طلبانه مسلمانان فلسطینى که به خود مواد انفجارى بسته و به مواضع دشمن حمله می‌کنند، ازلحاظ شرعى چه حکمى دارد؟ آیا ایرانیان نیز می‌توانند به آنجا بروند و این کار را انجام دهند؟
14432,آیا کشتن کسى که به انسان حمله می‌کند و یا سارقى که به منزل انسان آمده است جایز است؟
14433,چند سارق مسلح در وسط بیابان از یک خانواده عشایری گوسفند می‌دزدند پس از طی چند کیلومتر که دور می‌شوند توسط مالباختگان تعقیب شده و با اسلحه درگیر می‌شوند در درگیری یکی از سارقین مسلح کشته می‌شود آیا این کار از موارد دفاع مشروع می‌باشد؟
14434,اگر کسى که ربوده‌شده و جان او درخطر باشد، براى گریز از آن، راهى جز کشتن رباینده نداشته باشد (مثل این‌که با ممانعت مسلحانه رباینده مواجه شده باشد)، تکلیف او چیست؟
14435,آیا اگر کسی با دزدی که وارد خانه‌اش شده درگیر شود و به او آسیب برساند باید به او (دزد) دیه بپردازد؟
14436,آیا مقابله‌به‌مثل علیه غیرنظامیان مانند بمباران آن‌ها جایز است؟
14437,آیا در دین اسلام مسئله جهاد نکاحی وجود دارد؟
14438,آیا برای آغاز جنگ ولی‌فقیه می‌تواند اذن دهد یا باید معصوم اذن دهد؟
14439,آیا در بحث متروک بودن قبرستان و احکام مرتبط با آن مراد آن است که در کل زمین قبرستان نشود کسی را دفن کرد؟ یا اگر در یک جانبی مثلا غربی نشود کسی را دفن کرد فقط آن قسمت متروکه خواهد بود؟
14440,لطفاً بفرماييد كفّار حربى در شرايط فعلى دقيقاً چه كشورهايى هستند؟
14441,اگر متجاوزی به مکانی حمله نماید و ما بخواهیم برای جلوگیری از تجاوز و سرقت و هتک ناموس مقاومت نماییم، موجب کشته شدن متجاوز می‌شود، حال بااین‌وجود می‌توان مقاومت نمود؟
14442,اگر یک طایفه از شیعیان بر طایفه دیگر حمله مسلحانه نماید به‌طوری‌که خوف جان، مال و ناموس عدّه‌ای در آن باشد، آیا بر طایفه دیگر دفاع واجب است؟
14443,سه نفر به شخصی حمله می‌کنند آیا آن شخص می‌تواند با چاقو از خود دفاع کند به‌گونه‌ای که منجر به قتل مهاجم گردد؟
14444,آیا ایجاد صورت قبر اموات گذشته در قبرستان جدید جایز است؟
14445,زمینى جهت قبرستان مسلمین تعیین و اموات در آن دفن شدند؛ ولى اکنون مدتهاست میّتى در آن دفن نمى شود؛ با عنایت به نیاز اهالى به مسجد، جهت انجام فرایض الهى، آیا اهالى مى توانند در گورستان مذکور یک باب مسجد احداث نمایند؟
14447,جهاد در دین اسلام به چه معنایی می‌باشد؟
14448,با توجّه به آيات قصاص ازجمله آيه 178 و 179 سوره بقره و 45 سوره مائده است و آيه شريفه: (فَمَنِ اعْتَدَى عَلَيْكُمْ فَاعْتَدُوا عَلَيْهِ بِمِثْلِ مَا اعْتَدَى عَلَيْكُمْ... سوره بقره آیه 194) و آيه (وَأَعِدُّوا لَهُمْ مَا اسْتَطَعْتُمْ مِّنْ قُوَّةٍ وَمِنْ رِّبَاطِ الْخَيْلِ تُرْهِبُونَ بِهِ عَدُوَّ اللهِ وَعَدُوَّكُمْ وَآخَرِينَ مِنْ دُونِهِمْ سوره انفال آیه 60) و با توجّه به شرايط جهانى كه در آن مسلمانان مورد تعرّض، تهديد و حمله دولت‌هايى چون اسرائيل و آمريكا قرار دارند، لطفاً فتواى خود را در مورد تجهيز ايران به سلاح اتمى (به عنوان عامل ترساننده و بازدارنده) و احياناً استفاده از آن در جهاد دفاعى و مقابله‌به‌مثل، بيان فرماييد.
14449,رفتن دختران امدادگر به جبهه جنگ، درصورتی‌که وجودشان مفيد باشد و پدر و مادرشان راضى نباشند، چه حكمى دارد؟
14450,وظيفه زنان مسلمان در امر جهاد حق عليه باطل چيست؟
14451,آیا بانوان مى‌توانند آموزش نظامى ببينند؟
14452,کسی که بخواهد در بین نماز مغرب ادایی، به نماز قضای صبح ، عدول کند اگر در رکعت سوم قبل از اینکه به رکوع برود چنین قصدی کند و بنشیند :اولا: آیا بعد از نشستن ، باید مجددا تشهد را بخواند یا اینکه سلام دادن کفایت می کند؟ثانیا: آیا بخاطر ایستادن اضافی(رکعت سوم) که داشته سجده سهو واجب است؟ آیا در یا مورد ، سهو ، صدق می کند که سجده سهو لازم باشد؟
14453,وظیفه نسبت به قبرستانی که به واسطه احداث سد زیر آب می رود و قبر قدیمی و جدید دارد چیست؟
14454,سه برادر زمين ارثى پدرى را بين خود تقسيم مى‌كنند، كه در اين تقسيم برادر بزرگ مغبون می‌شود. هنگامی‌که متوجّه غبن مى‌گردد نسبت به تقسيم صورت گرفته اعتراض مى‌كند. برادر وسط حاضر به تقسيم دوباره نمى‌شود، امّا برادر كوچك دوباره تقسيم مى‌كند. برادر بزرگ در وصیت خود به پسرانش توصيه مى‌كند كه دوباره بايد تقسيم شود. آيا پسران آن شخص حق دارند از عموى وسطى خود بخواهند كه زمين را مجدداً تقسيم كند؟
14455,شخصی به وکیلش می‌گوید که فلان زمین را به اسم فلان پسرم بزن؛ امّا وکیل به هر دلیلی این کار را نمی‌کند تا اینکه موکل (مورث) می‌میرد، حالا فرزندان دیگر می‌گویند آن زمین مال همه ورثه است و آن پسر هم ادعا می‌کند من آن زمین را می‌خواهم تکلیف چیست؟
14456,واقف یک مسجد ، در هنگام وقف شرط کرده که مسجد را بشرطی وقف میکنم که امام جماعت آن یکی از سادات باشد، آیا باید به این شرط عمل کرد؟و اگر وظیفه عمل به آن بود ، در صورت نبود یکی از سادات تکلیف چیست ؟و آیا میشود یکی از روحانیون غیر سید پیش نماز این مسجد باشد؟
14457,آیا غسل روزِ مبعث(و نه شب آن)در روایات آمده و میتوان با آن نماز خواند؟اگر کسی از این دستور آگاه نبوده باشد و در روز مبعث اشتباها غسل جمعه اش را بگیرد(اشتباها فکر کند آن روز جمعه بوده باشد)و با آن نماز ظهر و عصر خوانده و در انتهای شب یادش بیفتد آنروز جمعه نبوده،حکم نمازش چیست؟و آیا ثواب غسل روز مبعث را خواهد برد؟
14458,سری که از میت جدا کردند ، دیه آن چه مقدار است ؟
14459,شخصی سال‌ها پیش قطعه‌ای زمین و مقداری پول به آموزش‌وپرورش واگذار کرده به این نیت که مدرسه‌ای در آن ساخته شود اما هنوز این مدرسه به علل نامعلومی ساخته نشده است و در حال حاضر عنوان می‌کنند که دیگر در آن منطقه به مدرسه نیازی نیست. تکلیف ورثه او چیست؟
14460,دیه را چه کسى ارث می‌برد؟
14461,یکی از ورثه بدون اجازه سایرین، بر روی خانه‌ای که متعلق به همه آنان بوده، طبقه دیگری ساخته است. آیا چون در مال مشاع تصرف کرده، سایر ورثه هم در طبقه دوم حقی دارند یا مال خود اوست؟
14462,شخصى دو سال قبل از فوتش، باوجود مرضى که منجر به فوت او شده است، جمیع مایملک خود را به همسرش فروخته است که بالتّبع ورثه شرعى او از ارث محروم شده‌اند، آیا این معامله صحت شرعى دارد؟ در فرض مذکور اگر معامله صورى بوده باشد صحیح است یا خیر؟ اگر در فرض مذکور احتمال اجبار در معامله باشد حکم آن چیست؟ اگر در فرض مذکور احتمال قصد ضرر زدن به ورثه باشد حکم آن چیست؟
